match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
1,1,Chennai Super Kings,Royal Challengers Bangalore,11,3,D Conway,RD Gaikwad,F du Plessis,0,0,0,0,0,0,0,0,0,,,
1,1,Chennai Super Kings,Royal Challengers Bangalore,11,4,RD Gaikwad,Rachin Ravindra,RM Patidar,0,0,0,0,0,0,4,0,4,,,
1,1,Chennai Super Kings,Royal Challengers Bangalore,11,5,Rachin Ravindra,D Conway,V Kohli,0,0,0,0,0,0,1,0,1,,,
1,1,Chennai Super Kings,Royal Challengers Bangalore,11,6,D Conway,RD Gaikwad,F du Plessis,0,0,0,0,0,0,6,0,6,,,
1,1,Chennai Super Kings,Royal Challengers Bangalore,12,1,RD Gaikwad,Rachin Ravindra,RM Patidar,0,0,0,0,0,0,6,0,6,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,0,1,F du Plessis,RM Patidar,RD Gaikwad,0,0,0,0,0,0,2,0,2,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,0,2,RM Patidar,V Kohli,Rachin Ravindra,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,0,3,V Kohli,F du Plessis,D Conway,0,0,0,0,0,0,4,0,4,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,0,4,F du Plessis,RM Patidar,RD Gaikwad,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,0,5,RM Patidar,V Kohli,Rachin Ravindra,0,0,0,0,0,0,6,0,6,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,0,6,V Kohli,F du Plessis,D Conway,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,1,1,F du Plessis,RM Patidar,RD Gaikwad,0,0,0,0,0,0,2,0,2,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,1,2,RM Patidar,V Kohli,Rachin Ravindra,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,1,3,V Kohli,F du Plessis,D Conway,0,0,0,0,0,0,4,0,4,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,1,4,F du Plessis,RM Patidar,RD Gaikwad,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,1,5,RM Patidar,V Kohli,Rachin Ravindra,0,0,0,0,0,0,6,0,6,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,1,6,V Kohli,F du Plessis,D Conway,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,2,1,F du Plessis,RM Patidar,RD Gaikwad,0,0,0,0,0,0,2,0,2,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,2,2,RM Patidar,V Kohli,Rachin Ravindra,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,2,3,V Kohli,F du Plessis,D Conway,0,0,0,0,0,0,4,0,4,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,2,4,F du Plessis,RM Patidar,RD Gaikwad,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,2,5,RM Patidar,V Kohli,Rachin Ravindra,0,0,0,0,0,0,6,0,6,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,2,6,V Kohli,F du Plessis,D Conway,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,3,1,F du Plessis,RM Patidar,RD Gaikwad,0,0,0,0,0,0,2,0,2,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,3,2,RM Patidar,V Kohli,Rachin Ravindra,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,3,3,V Kohli,F du Plessis,D Conway,0,0,0,0,0,0,4,0,4,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,3,4,F du Plessis,RM Patidar,RD Gaikwad,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,3,5,RM Patidar,V Kohli,Rachin Ravindra,0,0,0,0,0,0,6,0,6,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,3,6,V Kohli,F du Plessis,D Conway,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,4,1,F du Plessis,RM Patidar,RD Gaikwad,0,0,0,0,0,0,2,0,2,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,4,2,RM Patidar,V Kohli,Rachin Ravindra,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,4,3,V Kohli,F du Plessis,D Conway,0,0,0,0,0,0,4,0,4,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,4,4,F du Plessis,RM Patidar,RD Gaikwad,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,4,5,RM Patidar,V Kohli,Rachin Ravindra,0,0,0,0,0,0,6,0,6,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,4,6,V Kohli,F du Plessis,D Conway,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,5,1,F du Plessis,RM Patidar,RD Gaikwad,0,0,0,0,0,0,2,0,2,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,5,2,RM Patidar,V Kohli,Rachin Ravindra,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,5,3,V Kohli,F du Plessis,D Conway,0,0,0,0,0,0,4,0,4,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,5,4,F du Plessis,RM Patidar,RD Gaikwad,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,5,5,RM Patidar,V Kohli,Rachin Ravindra,0,0,0,0,0,0,6,0,6,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,5,6,V Kohli,F du Plessis,D Conway,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,6,1,F du Plessis,RM Patidar,RD Gaikwad,0,0,0,0,0,0,2,0,2,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,6,2,RM Patidar,V Kohli,Rachin Ravindra,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,6,3,V Kohli,F du Plessis,D Conway,0,0,0,0,0,0,4,0,4,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,6,4,F du Plessis,RM Patidar,RD Gaikwad,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,6,5,RM Patidar,V Kohli,Rachin Ravindra,0,0,0,0,0,0,6,0,6,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,6,6,V Kohli,F du Plessis,D Conway,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,7,1,F du Plessis,RM Patidar,RD Gaikwad,0,0,0,0,0,0,2,0,2,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,7,2,RM Patidar,V Kohli,Rachin Ravindra,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,7,3,V Kohli,F du Plessis,D Conway,0,0,0,0,0,0,4,0,4,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,7,4,F du Plessis,RM Patidar,RD Gaikwad,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,7,5,RM Patidar,V Kohli,Rachin Ravindra,0,0,0,0,0,0,6,0,6,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,7,6,V Kohli,F du Plessis,D Conway,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,8,1,F du Plessis,RM Patidar,RD Gaikwad,0,0,0,0,0,0,2,0,2,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,8,2,RM Patidar,V Kohli,Rachin Ravindra,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,8,3,V Kohli,F du Plessis,D Conway,0,0,0,0,0,0,4,0,4,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,8,4,F du Plessis,RM Patidar,RD Gaikwad,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,8,5,RM Patidar,V Kohli,Rachin Ravindra,0,0,0,0,0,0,6,0,6,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,8,6,V Kohli,F du Plessis,D Conway,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,9,1,F du Plessis,RM Patidar,RD Gaikwad,0,0,0,0,0,0,2,0,2,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,9,2,RM Patidar,V Kohli,Rachin Ravindra,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,9,3,V Kohli,F du Plessis,D Conway,0,0,0,0,0,0,4,0,4,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,9,4,F du Plessis,RM Patidar,RD Gaikwad,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,9,5,RM Patidar,V Kohli,Rachin Ravindra,0,0,0,0,0,0,6,0,6,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,9,6,V Kohli,F du Plessis,D Conway,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,10,1,F du Plessis,RM Patidar,RD Gaikwad,0,0,0,0,0,0,2,0,2,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,10,2,RM Patidar,V Kohli,Rachin Ravindra,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,10,3,V Kohli,F du Plessis,D Conway,0,0,0,0,0,0,4,0,4,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,10,4,F du Plessis,RM Patidar,RD Gaikwad,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,10,5,RM Patidar,V Kohli,Rachin Ravindra,0,0,0,0,0,0,6,0,6,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,10,6,V Kohli,F du Plessis,D Conway,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,11,1,F du Plessis,RM Patidar,RD Gaikwad,0,0,0,0,0,0,2,0,2,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,11,2,RM Patidar,V Kohli,Rachin Ravindra,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,11,3,V Kohli,F du Plessis,D Conway,0,0,0,0,0,0,4,0,4,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,11,4,F du Plessis,RM Patidar,RD Gaikwad,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,11,5,RM Patidar,V Kohli,Rachin Ravindra,0,0,0,0,0,0,6,0,6,,,
1,2,Royal Challengers Bangalore,Chennai Super Kings,11,6,V Kohli,F du Plessis,D Conway,0,0,0,0,0,0,1,0,1,,,
2,1,Punjab Kings,Delhi Capitals,0,1,S Dhawan,JM Bairstow,DA Warner,0,0,0,0,0,0,2,0,2,,,
2,1,Punjab Kings,Delhi Capitals,0,2,JM Bairstow,SM Curran,PP Shaw,0,0,0,0,0,0,0,0,0,,,
2,1,Punjab Kings,Delhi Capitals,0,3,SM Curran,S Dhawan,RR Pant,0,0,0,0,0,0,4,0,4,,,
2,1,Punjab Kings,Delhi Capitals,0,4,S Dhawan,JM Bairstow,DA Warner,0,0,0,0,0,0,1,0,1,,,
2,1,Punjab Kings,Delhi Capitals,0,5,JM Bairstow,SM Curran,PP Shaw,0,0,0,0,0,0,6,0,6,,,
2,1,Punjab Kings,Delhi Capitals,0,6,SM Curran,S Dhawan,RR Pant,0,0,0,0,0,0,1,0,1,,,
2,1,Punjab Kings,Delhi Capitals,1,1,S Dhawan,JM Bairstow,DA Warner,0,0,0,0,0,0,2,0,2,,,
2,1,Punjab Kings,Delhi Capitals,1,2,JM Bairstow,SM Curran,PP Shaw,0,0,0,0,0,0,0,0,0,,,
2,1,Punjab Kings,Delhi Capitals,1,3,SM Curran,S Dhawan,RR Pant,0,0,0,0,0,0,4,0,4,,,
2,1,Punjab Kings,Delhi Capitals,1,4,S Dhawan,JM Bairstow,DA Warner,0,0,0,0,0,0,1,0,1,,,
2,1,Punjab Kings,Delhi Capitals,1,5,JM Bairstow,SM Curran,PP Shaw,0,0,0,0,0,0,6,0,6,,,
2,1,Punjab Kings,Delhi Capitals,1,6,SM Curran,S Dhawan,RR Pant,0,0,0,0,0,0,1,0,1,,,
2,1,Punjab Kings,Delhi Capitals,2,1,S Dhawan,JM Bairstow,DA Warner,0,0,0,0,0,0,2,0,2,,,
2,1,Punjab Kings,Delhi Capitals,2,2,JM Bairstow,SM Curran,PP Shaw,0,0,0,0,0,0,0,0,0,,,
2,1,Punjab Kings,Delhi Capitals,2,3,SM Curran,S Dhawan,RR Pant,0,0,0,0,0,0,4,0,4,,,
2,1,Punjab Kings,Delhi Capitals,2,4,S Dhawan,JM Bairstow,DA Warner,0,0,0,0,0,0,1,0,1,,,
2,1,Punjab Kings,Delhi Capitals,2,5,JM Bairstow,SM Curran,PP Shaw,0,0,0,0,0,0,6,0,6,,,
2,1,Punjab Kings,Delhi Capitals,2,6,SM Curran,S Dhawan,RR Pant,0,0,0,0,0,0,1,0,1,,,
2,1,Punjab Kings,Delhi Capitals,3,1,S Dhawan,JM Bairstow,DA Warner,0,0,0,0,0,0,2,0,2,,,
2,1,Punjab Kings,Delhi Capitals,3,2,JM Bairstow,SM Curran,PP Shaw,0,0,0,0,0,0,0,0,0,,,
2,1,Punjab Kings,Delhi Capitals,3,3,SM Curran,S Dhawan,RR Pant,0,0,0,0,0,0,4,0,4,,,
2,1,Punjab Kings,Delhi Capitals,3,4,S Dhawan,JM Bairstow,DA Warner,0,0,0,0,0,0,1,0,1,,,
2,1,Punjab Kings,Delhi Capitals,3,5,JM Bairstow,SM Curran,PP Shaw,0,0,0,0,0,0,6,0,6,,,
2,1,Punjab Kings,Delhi Capitals,3,6,SM Curran,S Dhawan,RR Pant,0,0,0,0,0,0,1,0,1,,,
2,1,Punjab Kings,Delhi Capitals,4,1,S Dhawan,JM Bairstow,DA Warner,0,0,0,0,0,0,2,0,2,,,
2,1,Punjab Kings,Delhi Capitals,4,2,JM Bairstow,SM Curran,PP Shaw,0,0,0,0,0,0,0,0,0,SM Curran,caught,
2,1,Punjab Kings,Delhi Capitals,4,3,SM Curran,S Dhawan,RR Pant,0,0,0,0,0,0,4,0,4,,,
2,1,Punjab Kings,Delhi Capitals,4,4,S Dhawan,JM Bairstow,DA Warner,0,0,0,0,0,0,1,0,1,,,
2,1,Punjab Kings,Delhi Capitals,4,5,JM Bairstow,SM Curran,PP Shaw,0,0,0,0,0,0,6,0,6,,,
2,1,Punjab Kings,Delhi Capitals,4,6,SM Curran,S Dhawan,RR Pant,0,0,0,0,0,0,1,0,1,,,
2,1,Punjab Kings,Delhi Capitals,5,1,S Dhawan,JM Bairstow,DA Warner,0,0,0,0,0,0,2,0,2,,,
2,1,Punjab Kings,Delhi Capitals,5,2,JM Bairstow,SM Curran,PP Shaw,0,0,0,0,0,0,0,0,0,,,
2,1,Punjab Kings,Delhi Capitals,5,3,SM Curran,S Dhawan,RR Pant,0,0,0,0,0,0,4,0,4,,,
2,1,Punjab Kings,Delhi Capitals,5,4,S Dhawan,JM Bairstow,DA Warner,0,0,0,0,0,0,1,0,1,,,
2,1,Punjab Kings,Delhi Capitals,5,5,JM Bairstow,SM Curran,PP Shaw,0,0,0,0,0,0,6,0,6,,,
2,1,Punjab Kings,Delhi Capitals,5,6,SM Curran,S Dhawan,RR Pant,0,0,0,0,0,0,1,0,1,,,
2,1,Punjab Kings,Delhi Capitals,6,1,S Dhawan,JM Bairstow,DA Warner,0,0,0,0,0,0,2,0,2,,,
2,1,Punjab Kings,Delhi Capitals,6,2,JM Bairstow,SM Curran,PP Shaw,0,0,0,0,0,0,0,0,0,,,
2,1,Punjab Kings,Delhi Capitals,6,3,SM Curran,S Dhawan,RR Pant,0,0,0,0,0,0,4,0,4,,,
2,1,Punjab Kings,Delhi Capitals,6,4,S Dhawan,JM Bairstow,DA Warner,0,0,0,0,0,0,1,0,1,,,
2,1,Punjab Kings,Delhi Capitals,6,5,JM Bairstow,SM Curran,PP Shaw,0,0,0,0,0,0,6,0,6,,,
2,1,Punjab Kings,Delhi Capitals,6,6,SM Curran,S Dhawan,RR Pant,0,0,0,0,0,0,1,0,1,,,
2,1,Punjab Kings,Delhi Capitals,7,1,S Dhawan,JM Bairstow,DA Warner,0,0,0,0,0,0,2,0,2,,,
2,1,Punjab Kings,Delhi Capitals,7,2,JM Bairstow,SM Curran,PP Shaw,0,0,0,0,0,0,0,0,0,,,
2,1,Punjab Kings,Delhi Capitals,7,3,SM Curran,S Dhawan,RR Pant,0,0,0,0,0,0,4,0,4,,,
